Authors,Author(s) ID,Title,Year,age,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Access Type,Source,EID
"Karell, P., Ahola, K., Karstinen, T., Valkama, J., Brommer, J.E.",6506638145;8900350600;8514891000;6603808209;54790549700;,Climate change drives microevolution in a wild bird,2011,6,Nature Communications,2,1,208,,,,101,10.1038/ncomms1213,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952021105&doi=10.1038%2fncomms1213&partnerID=40&md5=9578b7bfa460a7bb77af8019982ebdc6,Article,Open Access,Scopus,2-s2.0-79952021105
"Husby, A., Nussey, D.H., Visser, M.E., Wilson, A.J., Sheldon, B.C., Kruuk, L.E.B.",26638850700;12777358800;7102107086;8283927300;35481336500;6701795458;,Contrasting patterns of phenotypic plasticity in reproductive traits in two great tit (Parus major) populations,2010,7,Evolution,64,8,,2221,2237,,101,10.1111/j.1558-5646.2010.00991.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955233527&doi=10.1111%2fj.1558-5646.2010.00991.x&partnerID=40&md5=7a80024d70a61fa35e514b51c46cf8af,Article,Open Access,Scopus,2-s2.0-77955233527
"Massom, R.A., Stammerjohn, S.E.",6701626212;6602775903;,Antarctic sea ice change and variability - Physical and ecological implications,2010,7,Polar Science,4,2,,149,186,,101,10.1016/j.polar.2010.05.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956440766&doi=10.1016%2fj.polar.2010.05.001&partnerID=40&md5=08bbfff35a9169ac97ddfc0402de57ad,Article,Open Access,Scopus,2-s2.0-77956440766
"Luedeling, E., Zhang, M., Girvetz, E.H.",6507462612;56004320000;8725138300;,Climatic changes lead to declining winter chill for fruit and nut trees in California during 1950-2099,2009,8,PLoS ONE,4,7, e6166,,,,101,10.1371/journal.pone.0006166,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67749142357&doi=10.1371%2fjournal.pone.0006166&partnerID=40&md5=dbcec79b71b07e6d5b04b04ee8b4dfce,Article,Open Access,Scopus,2-s2.0-67749142357
"Brekke, L.D., Maurer, E.P., Anderson, J.D., Dettinger, M.D., Townsley, E.S., Harrison, A., Pruitt, T.",6701367673;7006047666;57199276157;7004651463;26668090700;56277440200;26667977900;,Assessing reservoir operations risk under climate change,2009,8,Water Resources Research,45,4, W04411,,,,101,10.1029/2008WR006941,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649880598&doi=10.1029%2f2008WR006941&partnerID=40&md5=a0e4dad7b745f3166efbf7dd81249d2f,Article,Open Access,Scopus,2-s2.0-67649880598
"Charrassin, J.-B., Hindell, M., Rintoul, S.R., Roquet, F., Sokolov, S., Biuw, M., Costa, D., Boehme, L., Lovell, P., Coleman, R., Timmermann, R., Meijers, A., Meredith, M., Park, Y.-H., Bailleul, F., Goebel, M., Tremblay, Y., Bost, C.-A., McMahon, C.R., Field, I.C., Fedak, M.A., Guinet, C.",6701626740;7003704772;55396541600;22942264400;7202853712;23476768500;24346625300;22833469500;7005576215;7403206351;6701529532;16064472100;7103271119;8353823400;8593887900;7005827753;7005127376;7004165590;7202819359;6601963910;7004598311;7005381471;,Southern Ocean frontal structure and sea-ice formation rates revealed by elephant seals,2008,9,Proceedings of the National Academy of Sciences of the United States of America,105,33,,11634,11639,,101,10.1073/pnas.0800790105,https://www.scopus.com/inward/record.uri?eid=2-s2.0-50149106515&doi=10.1073%2fpnas.0800790105&partnerID=40&md5=9f6958f67a5d520107daba44cbd6d8ae,Article,Open Access,Scopus,2-s2.0-50149106515
"Ribas, C.C., Moyle, R.G., Miyaki, C.Y., Cracraft, J.",9234281100;6701469193;6603749740;6701741380;,The assembly of montane biotas: Linking Andean tectonics and climatic oscillations to independent regimes of diversification in Pionus parrots,2007,10,Proceedings of the Royal Society B: Biological Sciences,274,1624,,2399,2408,,101,10.1098/rspb.2007.0613,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548770070&doi=10.1098%2frspb.2007.0613&partnerID=40&md5=a643d795b84fb8a6289270d71f849863,Article,Open Access,Scopus,2-s2.0-34548770070
"Webb, B.W., Nobilis, F.",56220581900;6701723416;,Long-term changes in river temperature and the influence of climatic and hydrological factors,2007,10,Hydrological Sciences Journal,52,1,,74,85,,101,10.1623/hysj.52.1.74,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846785327&doi=10.1623%2fhysj.52.1.74&partnerID=40&md5=96de90656c780f7a0f6d64336228d370,Article,Open Access,Scopus,2-s2.0-33846785327
"Kingsolver, J.G., Diamond, S.E., Buckley, L.B.",7003282579;55003210900;13409570300;,Heat stress and the fitness consequences of climate change for terrestrial ectotherms,2013,4,Functional Ecology,27,6,,1415,1423,,100,10.1111/1365-2435.12145,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887820778&doi=10.1111%2f1365-2435.12145&partnerID=40&md5=80fc77c4cc99a52af1802cc2f17b5778,Article,Open Access,Scopus,2-s2.0-84887820778
"Luderer, G., Pietzcker, R.C., Bertram, C., Kriegler, E., Meinshausen, M., Edenhofer, O.",15069126500;55056564200;55881685200;55881072300;23991359200;55868364000;,Economic mitigation challenges: How further delay closes the door for achieving climate targets,2013,4,Environmental Research Letters,8,3,34033,,,,100,10.1088/1748-9326/8/3/034033,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885460024&doi=10.1088%2f1748-9326%2f8%2f3%2f034033&partnerID=40&md5=99552b383b457dad9dd32c64e0d86409,Article,Open Access,Scopus,2-s2.0-84885460024
"Brown, C., Wilby, R.L.",15749833900;7005446783;,An alternate approach to assessing climate risks,2012,5,Eos,93,41,,401,402,,100,10.1029/2012EO410001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867761211&doi=10.1029%2f2012EO410001&partnerID=40&md5=d319c4f3f36d4dc5a675c091e99d2873,Article,Open Access,Scopus,2-s2.0-84867761211
"Fretwell, P.T., LaRue, M.A., Morin, P., Kooyman, G.L., Wienecke, B., Ratcliffe, N., Fox, A.J., Fleming, A.H., Porter, C., Trathan, P.N.",8785398400;36627379000;7202967455;7004336845;6701713772;36028542900;7402906890;8321510900;14825587800;7003343692;,"An emperor penguin population estimate: The first global, synoptic survey of a species from space",2012,5,PLoS ONE,7,4, e33751,,,,100,10.1371/journal.pone.0033751,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859729530&doi=10.1371%2fjournal.pone.0033751&partnerID=40&md5=c8021866bc0d0e07ea1adf0bcd3edd51,Article,Open Access,Scopus,2-s2.0-84859729530
"Son, J.-Y., Lee, J.-T., Brooke Anderson, G., Bell, M.L.",18435397400;57196083400;54583093900;7401466450;,The impact of heat waves on mortality in seven major cities in Korea,2012,5,Environmental Health Perspectives,120,4,,566,571,,100,10.1289/ehp.1103759,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859354184&doi=10.1289%2fehp.1103759&partnerID=40&md5=8a8612788c70ee3c3bfd17c5bc31339e,Article,Open Access,Scopus,2-s2.0-84859354184
"Hernandez, P., Martis, M., Dorado, G., Pfeifer, M., Gálvez, S., Schaaf, S., Jouve, N., Šimková, H., Valárik, M., Doležel, J., Mayer, K.F.X.",57074848900;26024802200;7004470537;54405998500;36841035700;56368943100;7003922105;6602260729;6506848910;7006010156;55674422000;,Next-generation sequencing and syntenic integration of flow-sorted arms of wheat chromosome 4A exposes the chromosome structure and gene content,2012,5,Plant Journal,69,3,,377,386,,100,10.1111/j.1365-313X.2011.04808.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856260308&doi=10.1111%2fj.1365-313X.2011.04808.x&partnerID=40&md5=54905231c70b8051d41710283396bef8,Article,Open Access,Scopus,2-s2.0-84856260308
"Franks, S.J.",7102615765;,Plasticity and evolution in drought avoidance and escape in the annual plant Brassica rapa,2011,6,New Phytologist,190,1,,249,257,,100,10.1111/j.1469-8137.2010.03603.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951979904&doi=10.1111%2fj.1469-8137.2010.03603.x&partnerID=40&md5=8703e4f1086af4b36144dd694f083b44,Article,Open Access,Scopus,2-s2.0-79951979904
"O'Neil, S.T., Dzurisin, J.D.K., Carmichael, R.D., Lobo, N.F., Emrich, S.J., Hellmann, J.J.",36151160600;24337857900;36150428000;35392948100;6602131960;7004509106;,Population-level transcriptome sequencing of nonmodel organisms Erynnis propertius and Papilio zelicaon,2010,7,BMC Genomics,11,1,310,,,,100,10.1186/1471-2164-11-310,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952183473&doi=10.1186%2f1471-2164-11-310&partnerID=40&md5=1860341f348e6f0c5f5cfa0bfcde2de1,Article,Open Access,Scopus,2-s2.0-77952183473
"Frick, W.F., Reynolds, D.S., Kunz, T.H.",7005669251;15136714800;7005472327;,Influence of climate and reproductive timing on demography of little brown myotis Myotis lucifugus,2010,7,Journal of Animal Ecology,79,1,,128,136,,100,10.1111/j.1365-2656.2009.01615.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-72449172997&doi=10.1111%2fj.1365-2656.2009.01615.x&partnerID=40&md5=2734645f9a5ed06f1067a30cecad2add,Article,Open Access,Scopus,2-s2.0-72449172997
"Austin, J., Tourpali, K., Rozanov, E., Akiyoshi, H., Bekki, S., Bodeker, G., Brühl, C., Butchart, N., Chipperfield, M., Deushi, M., Fomichev, V.I., Giorgetta, M.A., Gray, L., Kodera, K., Lott, F., Manzini, E., Marsh, D., Matthes, K., Nagashima, T., Shibata, K., Stolarski, R.S., Struthers, H., Tian, W.",7402093416;6602889253;7003683808;7005134081;7003432369;23479549200;55393706100;6603821988;7004402705;9249656500;7006356035;6603247427;7202885713;55619475000;56186932200;7003465848;7402332362;7006039508;24470422300;7403544649;7006111328;8726272900;21735369200;,Coupled chemistry climate model simulations of the solar cycle in ozone and temperature,2008,9,Journal of Geophysical Research Atmospheres,113,11, D11306,,,,100,10.1029/2007JD009391,https://www.scopus.com/inward/record.uri?eid=2-s2.0-53149111186&doi=10.1029%2f2007JD009391&partnerID=40&md5=0603a0e7c4bee371c96f65f441853df2,Article,Open Access,Scopus,2-s2.0-53149111186
"Jung, M., Vetter, M., Herold, M., Churkina, G., Reichstein, M., Zaehle, S., Ciais, P., Viovy, N., Bondeau, A., Chen, Y., Trusilova, K., Feser, F., Heimann, M.",55715135500;16445022000;7102192954;6603251603;8579501100;9534656400;55399842300;57192414605;6602822939;16443975300;16318145300;6507143949;7005902195;,Uncertainties of modeling gross primary productivity over Europe: A systematic study on the effects of using different drivers and terrestrial biosphere models,2007,10,Global Biogeochemical Cycles,21,4, GB4021,,,,100,10.1029/2006GB002915,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547945853&doi=10.1029%2f2006GB002915&partnerID=40&md5=9c7c89eef24d1db7c1b3e1177fd3d8f2,Article,Open Access,Scopus,2-s2.0-34547945853
"Overland, J.E., Wang, M.",7006961728;7407797613;,Future regional Arctic sea ice declines,2007,10,Geophysical Research Letters,34,17, L17705,,,,100,10.1029/2007GL030808,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35948951145&doi=10.1029%2f2007GL030808&partnerID=40&md5=84fd3f6c4dcb4dc47f8032fe11bbb94c,Article,Open Access,Scopus,2-s2.0-35948951145
"Brazel, A., Gober, P., Lee, S.-J., Grossman-Clarke, S., Zehnder, J., Hedquist, B., Comparri, E.",6701684853;6603897273;57192514428;7801629963;7006072255;8689169800;23008312000;,"Determinants of changes in the regional urban heat island in metropolitan Phoenix (Arizona, USA) between 1990 and 2004",2007,10,Climate Research,33,2,,171,182,,100,10.3354/cr033171,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35349029754&doi=10.3354%2fcr033171&partnerID=40&md5=69388f8fc7949bd03a4b32111f91b1f8,Article,Open Access,Scopus,2-s2.0-35349029754
"Todd-Brown, K.E.O., Randerson, J.T., Hopkins, F., Arora, V., Hajima, T., Jones, C., Shevliakova, E., Tjiputra, J., Volodin, E., Wu, T., Zhang, Q., Allison, S.D.",56134334600;7005110573;47861617700;35518083800;36522733500;57203288305;8733579000;16403404400;7003532926;7404815507;56134379600;7202703046;,Changes in soil organic carbon storage predicted by Earth system models during the 21st century,2014,3,Biogeosciences,11,8,,2341,2356,,99,10.5194/bg-11-2341-2014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899491402&doi=10.5194%2fbg-11-2341-2014&partnerID=40&md5=0a27bfc0f1e05072a1c0f1aadd430308,Article,Open Access,Scopus,2-s2.0-84899491402
"Laudon, H., Taberman, I., Ågren, A., Futter, M., Ottosson-Löfvenius, M., Bishop, K.",7004029258;55871379100;22950221200;7003489654;6506827783;55505978200;,"The Krycklan Catchment Study - A flagship infrastructure for hydrology, biogeochemistry, and climate research in the boreal landscape",2013,4,Water Resources Research,49,10,,7154,7158,,99,10.1002/wrcr.20520,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884915784&doi=10.1002%2fwrcr.20520&partnerID=40&md5=911c7a3a66ec2bbfdf32046f69b492f0,Article,Open Access,Scopus,2-s2.0-84884915784
"Van der Wal, A., Geydan, T.D., Kuyper, T.W., De Boer, W.",36799211200;50061324500;55918277500;55521559400;,A thready affair: Linking Fungal diversity and community dynamics to terrestrial decomposition processes,2013,4,FEMS Microbiology Reviews,37,4,,477,494,,99,10.1111/1574-6976.12001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878981180&doi=10.1111%2f1574-6976.12001&partnerID=40&md5=572a55fc1e13af8c0f2deb225db6ec50,Article,Open Access,Scopus,2-s2.0-84878981180
"Parmesan, C., Burrows, M.T., Duarte, C.M., Poloczanska, E.S., Richardson, A.J., Schoeman, D.S., Singer, M.C.",6602907229;7103139661;55636631300;24341786100;7402534112;6602899578;7401655054;,Beyond climate change attribution in conservation and ecological research,2013,4,Ecology Letters,16,SUPPL.1,,58,71,,99,10.1111/ele.12098,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877885097&doi=10.1111%2fele.12098&partnerID=40&md5=a864702b0f24a7ec5d9a0d0a5d4ada2e,Article,Open Access,Scopus,2-s2.0-84877885097
"Conti, G., Díaz, S.",55536158200;55950878200;,Plant functional diversity and carbon storage - an empirical test in semi-arid forest ecosystems,2013,4,Journal of Ecology,101,1,,18,28,,99,10.1111/1365-2745.12012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871493571&doi=10.1111%2f1365-2745.12012&partnerID=40&md5=507f72ab45007e8eb63898bfce441678,Article,Open Access,Scopus,2-s2.0-84871493571
"Battipaglia, G., Saurer, M., Cherubini, P., Calfapietra, C., Mccarthy, H.R., Norby, R.J., Francesca Cotrufo, M.",6507001590;7003819791;7003333056;6602880550;10046441800;7005923200;14121019100;,Elevated CO<inf>2</inf> increases tree-level intrinsic water use efficiency: Insights from carbon and oxygen isotope analyses in tree rings across three forest FACE sites,2013,4,New Phytologist,197,2,,544,554,,99,10.1111/nph.12044,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871269815&doi=10.1111%2fnph.12044&partnerID=40&md5=be6b6c0a5f931d02a3a4b3d563641f37,Article,Open Access,Scopus,2-s2.0-84871269815
"Scheffer, M., Hirota, M., Holmgren, M., Van Nes, E.H., Chapin III, F.S.",7004818551;26535979500;7003678030;6701846449;7007033191;,Thresholds for boreal biome transitions,2012,5,Proceedings of the National Academy of Sciences of the United States of America,109,52,,21384,21389,,99,10.1073/pnas.1219844110,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871834378&doi=10.1073%2fpnas.1219844110&partnerID=40&md5=b0594fef25555193837268886f858294,Article,Open Access,Scopus,2-s2.0-84871834378
"Gardner, T.A., Burgess, N.D., Aguilar-Amuchastegui, N., Barlow, J., Berenguer, E., Clements, T., Danielsen, F., Ferreira, J., Foden, W., Kapos, V., Khan, S.M., Lees, A.C., Parry, L., Roman-Cuesta, R.M., Schmitt, C.B., Strange, N., Theilade, I., Vieira, I.C.G.",8266898800;35301788600;22978569700;7402197897;54683478200;7003329682;57203668729;18436550200;18634099900;6603141703;54684180300;7202901003;23028858100;6508108081;56077041100;6602735313;6603110448;7003391442;,A framework for integrating biodiversity concerns into national REDD+ programmes,2012,5,Biological Conservation,154,,,61,71,,99,10.1016/j.biocon.2011.11.018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862322022&doi=10.1016%2fj.biocon.2011.11.018&partnerID=40&md5=a931b7bb36770c8a73b53cd3a3e4c31b,Article,Open Access,Scopus,2-s2.0-84862322022
"Dakos, V., Van Nes, E.H., D'Odorico, P., Scheffer, M.",25639382400;6701846449;7004259223;7004818551;,Robustness of variance and autocorrelation as indicators of critical slowing down,2012,5,Ecology,93,2,,264,271,,99,10.1890/11-0889.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857308839&doi=10.1890%2f11-0889.1&partnerID=40&md5=be17984a928cba22da228f2204f42a35,Article,Open Access,Scopus,2-s2.0-84857308839
"Slemr, F., Brunke, E.-G., Ebinghaus, R., Kuss, J.",7003768642;6701720193;7004487807;7003930974;,Worldwide trend of atmospheric mercury since 1995,2011,6,Atmospheric Chemistry and Physics,11,10,,4779,4787,,99,10.5194/acp-11-4779-2011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957935521&doi=10.5194%2facp-11-4779-2011&partnerID=40&md5=2f7b1fb6ea68886ce541f66b339f09a9,Article,Open Access,Scopus,2-s2.0-79957935521
"Arguez, A., Vose, R.S.",22833839600;6603344816;,The definition of the standard WMO climate normal: The key to deriving alternative climate normals,2011,6,Bulletin of the American Meteorological Society,92,6,,699,704,,99,10.1175/2010BAMS2955.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961079526&doi=10.1175%2f2010BAMS2955.1&partnerID=40&md5=38eccd304182da03f8ed774f496c348d,Article,Open Access,Scopus,2-s2.0-79961079526
"Vieira, G., Bockheim, J., Guglielmin, M., Balks, M., Abramov, A.A., Boelhouwers, J., Cannone, N., Ganzert, L., Gilichinsky, D.A., Goryachkin, S., López-Martínez, J., Meiklejohn, I., Raffi, R., Ramos, M., Schaefer, C., Serrano, E., Simas, F., Sletten, R., Wagner, D.",7005863976;7006131392;6603977202;6603456931;7102348951;6603744071;6506254628;15765186000;6701344175;6602428470;7006900423;6505940682;56331262200;8676487200;16022771900;7103238423;6507665608;7004857119;14635169800;,Thermal state of permafrost and active-layer monitoring in the antarctic: Advances during the international polar year 2007-2009,2010,7,Permafrost and Periglacial Processes,21,2,,182,197,,99,10.1002/ppp.685,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956123586&doi=10.1002%2fppp.685&partnerID=40&md5=4a74f7449ab53230b5bf2ffb5e97b540,Article,Open Access,Scopus,2-s2.0-77956123586
"Cong, Z., Yang, D., Gao, B., Yang, H., Hu, H.",14021169600;7404801403;55707329200;24172269700;16233575000;,Hydrological trend analysis in the Yellow River basin using a distributed hydrological model,2009,8,Water Resources Research,45,7, W00A13,,,,99,10.1029/2008WR006852,https://www.scopus.com/inward/record.uri?eid=2-s2.0-69249086883&doi=10.1029%2f2008WR006852&partnerID=40&md5=d2c236d55bdb97555ac67fa9cc9862b7,Article,Open Access,Scopus,2-s2.0-69249086883
"De Marco Jr., P., Diniz-Filho, J.A.F., Bini, L.M.",7006718539;7004620621;7005544280;,Spatial analysis improves species distribution modelling during range expansion,2008,9,Biology Letters,4,5,,577,580,,99,10.1098/rsbl.2008.0210,https://www.scopus.com/inward/record.uri?eid=2-s2.0-51549121398&doi=10.1098%2frsbl.2008.0210&partnerID=40&md5=010fbc189584e870a520dd83bd4e76a5,Article,Open Access,Scopus,2-s2.0-51549121398
"Post, E., Pedersen, C., Wilmers, C.C., Forchhammer, M.C.",7005239042;7202774296;6603498246;7004515891;,"Warming, plant phenology and the spatial dimension of trophic mismatch for large herbivores",2008,9,Proceedings of the Royal Society B: Biological Sciences,275,1646,,2005,2013,,99,10.1098/rspb.2008.0463,https://www.scopus.com/inward/record.uri?eid=2-s2.0-47249118728&doi=10.1098%2frspb.2008.0463&partnerID=40&md5=95961a548c28a72e755b780fd3e76240,Article,Open Access,Scopus,2-s2.0-47249118728
"Blenkinsop, S., Fowler, H.J.",16480080500;35615593500;,Changes in European drought characteristics projected by the PRUDENCE regional climate models,2007,10,International Journal of Climatology,27,12,,1595,1610,,99,10.1002/joc.1538,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35348963142&doi=10.1002%2fjoc.1538&partnerID=40&md5=d812751df67d363aade4b603314ade2e,Article,Open Access,Scopus,2-s2.0-35348963142
"Yu, R., Xu, Y., Zhou, T., Li, J.",7401436524;57198771358;7402989545;55899884100;,Relation between rainfall duration and diurnal variation in the warm season precipitation over central eastern China,2007,10,Geophysical Research Letters,34,13, L13703,,,,99,10.1029/2007GL030315,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548618712&doi=10.1029%2f2007GL030315&partnerID=40&md5=351de87c62a3a26da7a9515ee13b9036,Article,Open Access,Scopus,2-s2.0-34548618712
"Rosenzweig, C., Tubiello, F.N.",7006111925;6602490119;,Adaptation and mitigation strategies in agriculture: An analysis of potential synergies,2007,10,Mitigation and Adaptation Strategies for Global Change,12,5,,855,873,,99,10.1007/s11027-007-9103-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447100596&doi=10.1007%2fs11027-007-9103-8&partnerID=40&md5=39c0bd221e1f71f0b4f6b5428e7a07e9,Article,Open Access,Scopus,2-s2.0-34447100596
"Lane, S.N., Tayefi, V., Reid, S.C., Yu, D., Hardy, R.J.",57201558854;16065094800;15132914200;55481565900;7202091530;,"Interactions between sediment delivery, channel change, climate change and flood risk in a temperate upland environment",2007,10,Earth Surface Processes and Landforms,32,3,,429,446,,99,10.1002/esp.1404,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947524297&doi=10.1002%2fesp.1404&partnerID=40&md5=6fe2d1367f73d43fad7792f95c42799f,Article,Open Access,Scopus,2-s2.0-33947524297
"Wright, I.J., Reich, P.B., Atkin, O.K., Lusk, C.H., Tjoelker, M.G., Westoby, M.",7202889349;7101895179;7003700247;7003520808;7004482724;7004468655;,"Irradiance, temperature and rainfall influence leaf dark respiration in woody plants: Evidence from comparisons across 20 sites",2006,11,New Phytologist,169,2,,309,319,,99,10.1111/j.1469-8137.2005.01590.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644869157&doi=10.1111%2fj.1469-8137.2005.01590.x&partnerID=40&md5=d7cef97472bc5b3ceadb3755b3ac420f,Article,Open Access,Scopus,2-s2.0-33644869157
"Kopp, R.E., Kemp, A.C., Bittermann, K., Horton, B.P., Donnelly, J.P., Gehrels, W.R., Hay, C.C., Mitrovica, J.X., Morrow, E.D., Rahmstorf, S.",7102794612;7202026298;57193891633;7006721073;7202271020;55665006500;25521523300;7006617790;56840259600;7004683223;,Temperature-driven global sea-level variability in the Common Era,2016,1,Proceedings of the National Academy of Sciences of the United States of America,113,11,,E1434,E1441,,98,10.1073/pnas.1517056113,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962607393&doi=10.1073%2fpnas.1517056113&partnerID=40&md5=fb0ecc2ecbb704a6d11cec2d47dd6a4d,Article,Open Access,Scopus,2-s2.0-84962607393
"Van Linden, S.L.D., Leiserowitz, A.A., Feinberg, G.D., Maibach, E.W.",54409938000;6507236920;56463153100;35902262500;,The scientific consensus on climate change as a gateway belief: Experimental evidence,2015,2,PLoS ONE,10,2, e0118489,,,,98,10.1371/journal.pone.0118489,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923876518&doi=10.1371%2fjournal.pone.0118489&partnerID=40&md5=bdc97f9bed458cad8422e84bac77a87b,Article,Open Access,Scopus,2-s2.0-84923876518
"Capstick, S., Whitmarsh, L., Poortinga, W., Pidgeon, N., Upham, P.",55882901400;24177490000;6603479134;6701534396;8327141400;,International trends in public perceptions of climate change over the past quarter century,2015,2,Wiley Interdisciplinary Reviews: Climate Change,6,1,,35,61,,98,10.1002/wcc.321,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914817669&doi=10.1002%2fwcc.321&partnerID=40&md5=1e1b957786ad914b12720275d3a1a49c,Article,Open Access,Scopus,2-s2.0-84914817669
"Ducklow, H.W., Fraser, W.R., Meredith, M.P., Stammerjohn, S.E., Doney, S.C., Martinson, D.G., Sailley, S.F., Schofield, O.M., Steinberg, D.K., Venables, H.J., Amsler, C.D.",7004597725;7101868115;7103271119;6602775903;35498837200;7004189176;55588879600;7004505427;7201490423;22836719000;7005238995;,West Antarctic peninsula: An ice-dependent coastal marine ecosystem in transition,2013,4,Oceanography,26,3,,190,203,,98,10.5670/oceanog.2013.62,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881482873&doi=10.5670%2foceanog.2013.62&partnerID=40&md5=6dceb445cbaaaf07911dc1e4276f0b8d,Article,Open Access,Scopus,2-s2.0-84881482873
"Sutton, M.A., Reis, S., Riddick, S.N., Dragosits, U., Nemitz, E., Theobald, M.R., Tang, Y.S., Braban, C.F., Vieno, M., Dore, A.J., Mitchell, R.F., Wanless, S., Daunt, F., Fowler, D., Blackall, T.D., Milford, C., Flechard, C.R., Loubet, B., Massad, R., Cellier, P., Personne, E., Coheur, P.F., Clarisse, L., Van Damme, M., Ngadi, Y., Clerbaux, C., Skjøth, C.A., Geels, C., Hertel, O., Kruit, R.J.W., Pinder, R.W., Bash, J.O., Walker, J.T., Simpson, D., Horváth, L., Misselbrook, T.H., Bleeker, A., Dentener, F., de Vries, W.",7202968142;23470947700;37047867400;6602524068;7003545995;7007083667;7404592475;55886476300;14041006600;7006598302;57199312474;7006670738;6602282526;7203066817;24821326100;7003792988;35599167600;6603582009;18037826200;7003457342;26634208100;6603425325;55897485300;36476746800;53863894500;6603848988;6508246036;6506719265;56237962100;55748691400;7005690017;23018141700;7405588225;57203277084;35121566900;57203051675;6701374507;7003851845;7102036739;,Towards a climate-dependent paradigm of ammonia emission and deposition,2013,4,Philosophical Transactions of the Royal Society B: Biological Sciences,368,1621,,,,,98,10.1098/rstb.2013.0166,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878222492&doi=10.1098%2frstb.2013.0166&partnerID=40&md5=d45a52729a21d4a026daee06594f2512,Article,Open Access,Scopus,2-s2.0-84878222492
"Raffa, K.F., Powell, E.N., Townsend, P.A.",7005133371;52264310100;7201800432;,Temperature-driven range expansion of an irruptive insect heightened by weakly coevolved plant defenses,2013,4,Proceedings of the National Academy of Sciences of the United States of America,110,6,,2193,2198,,98,10.1073/pnas.1216666110,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873452904&doi=10.1073%2fpnas.1216666110&partnerID=40&md5=44e60e1adc66d02663cdb4c2e4b573c4,Article,Open Access,Scopus,2-s2.0-84873452904
"Delmont, T.O., Prestat, E., Keegan, K.P., Faubladier, M., Robe, P., Clark, I.M., Pelletier, E., Hirsch, P.R., Meyer, F., Gilbert, J.A., Le Paslier, D., Simonet, P., Vogel, T.M.",37098651900;37461809600;7005576181;36097889300;6603710599;7102140281;7006366162;16472486200;7402449851;7401452139;7006301009;55708276700;7103357810;,"Structure, fluctuation and magnitude of a natural grassland soil metagenome",2012,5,ISME Journal,6,9,,1677,1687,,98,10.1038/ismej.2011.197,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865344067&doi=10.1038%2fismej.2011.197&partnerID=40&md5=71f5e2c7837ec27efbd7c664dbf9c0c9,Article,Open Access,Scopus,2-s2.0-84865344067
